index	Journal	Article Title	Year	Affiliation	Country
817	Antonie van Leeuwenhoek	Plantactinospora solaniradicis sp. nov., a novel actinomycete isolated from the root of a tomato plant (Solanum lycopersicum L.).	2018	Key Laboratory of Agriculture Biological Functional Gene of Heilongjiang Provincial Education Committee, Northeast Agricultural University, No. 59 Mucai Street, Xiangfang District, Harbin, 150030, People's Republic of China.	china
818	Current microbiology	Gelidibacter flavus sp. nov., Isolated from Activated Sludge of Seawater Treatment System.	2017	Department of Bioengineering, Kyonggi University, 94-6 Iui-dong Yeongtong-gu, Suwon, 443-760, Republic of Korea.	south korea
819	Frontiers in cellular and infection microbiology	Developmental Cycle and Genome Analysis of Protochlamydia massiliensis sp. nov. a New Species in the Parachlamydiacae Family.	2017	Unite de Recherche sur les Maladies Infectieuses et Tropicales Emergentes, UM63 Centre National de la Recherche Scientifique 7278 IRD 198 Institut National de la Santé et de la Recherche Médicale U1095, Institut Hospitalo-Universitaire Mediterranee InfectionMarseille, France.	france
820	International journal of systematic and evolutionary microbiology	Williamwhitmania taraxaci gen. nov., sp. nov., a proteolytic anaerobe with a novel type of cytology from Lake Untersee in Antarctica, description of Williamwhitmaniaceae fam. nov., and emendation of the order Bacteroidales Krieg 2012.	2017	1​Department of Mathematical, Computer and Natural Sciences, Athens State University, Athens AL, 35611, USA.	greece
821	International journal of systematic and evolutionary microbiology	Classification of Actinoplanes sp. ATCC 33076, an actinomycete that produces the glycolipodepsipeptide antibiotic ramoplanin, as Actinoplanes ramoplaninifer sp. nov.	2017	1​Department of Biotechnology and Life Sciences, University of Insubria, and 'The Protein Factory' Research Center, Politecnico of Milano and University of Insubria, 21100 Varese, Italy.	italy
822	International journal of systematic and evolutionary microbiology	Mucilaginibacter terrae sp. nov., isolated from Antarctic soil.	2017	1​Czech Collection of Microorganisms, Department of Experimental Biology, Faculty of Science, Masaryk University, Kamenice 5, 625 00 Brno, Czech Republic.	czech republic
823	International journal of systematic and evolutionary microbiology	Nesterenkonia pannonica sp. nov., a novel alkaliphilic and moderately halophilic actinobacterium.	2017	1​Department of Microbiology, ELTE Eötvös Loránd University, Pázmány P. sétány 1/C, H-1117 Budapest, Hungary.	hungary
824	International journal of systematic and evolutionary microbiology	Alteromonas pelagimontana sp. nov., a marine exopolysaccharide-producing bacterium isolated from the Southwest Indian Ridge.	2017	National Centre for Antarctic and Ocean Research, Headland Sada, Vasco da Gama, Goa, India.	india
825	International journal of systematic and evolutionary microbiology	Roseomonas aerofrigidensis sp. nov., isolated from an air conditioner.	2017	Department of Life Science, Chung-Ang University, Seoul 06974, Republic of Korea.	south korea
826	International journal of systematic and evolutionary microbiology	Sphingomonas jeddahensis sp. nov., isolated from Saudi Arabian desert soil.	2017	1​Institut für Molekulare Mikrobiologie und Biotechnologie, Westfälische Wilhelms-Universität Münster, Corrensstraße 3, 48149 Münster, Germany.	germany
827	International journal of systematic and evolutionary microbiology	Microbulbifer aggregans sp. nov., isolated from estuarine sediment from a mangrove forest.	2017	1​Centre for Chemical Biology, Universiti Sains Malaysia, Penang, Malaysia.	malaysia
828	International journal of systematic and evolutionary microbiology	Luteolibacter gellanilyticus sp. nov., a gellan-gum-degrading bacterium of the phylum Verrucomicrobia isolated from miniaturized diffusion chambers.	2017	Fundación MEDINA, Avenida del Conocimiento 34, Health Sciences Technology Park, 18016 Granada, Spain.	spain
829	International journal of systematic and evolutionary microbiology	Paralkalibacillus indicireducens gen., nov., sp. nov., an indigo-reducing obligate alkaliphile isolated from indigo fermentation liquor used for dyeing.	2017	1​Bioproduction Research Institute, National Institute of Advanced Industrial Science and Technology (AIST), Tsukisamu-Higashi, Toyohira-ku, Sapporo 062-8571, Japan.	japan
830	International journal of systematic and evolutionary microbiology	Description of Anaerotignum aminivorans gen. nov., sp. nov., a strictly anaerobic, amino-acid-decomposing bacterium isolated from a methanogenic reactor, and reclassification of Clostridium propionicum, Clostridium neopropionicum and Clostridium lactatifermentans as species of the genus Anaerotignum.	2017	Faculty of Agriculture, Yamagata University, Wakaba-machi 1-23, Tsuruoka, Yamagata 997-8555, Japan.	japan
831	International journal of systematic and evolutionary microbiology	Sphingomonas carri sp. nov., isolated from a car air-conditioning system.	2017	1​Department of Agricultural Biotechnology and Research Institute of Agriculture and Life Sciences, Seoul National University, Seoul 151-742, Republic of Korea.	south korea
832	International journal of systematic and evolutionary microbiology	Hydrogenophaga crassostreae sp. nov., isolated from a Pacific oyster.	2017	1​Department of Public Health Sciences, Graduate School, Korea University, Seoul, Republic of Korea.	south korea
833	International journal of systematic and evolutionary microbiology	Hydrogenophaga aquatica sp. nov., isolated from a hot spring.	2017	1​Department of Soil and Environmental Sciences, College of Agriculture and Natural Resources, National Chung Hsing University, Taichung, Taiwan, ROC.	taiwan
834	International journal of systematic and evolutionary microbiology	Chryseomicrobium deserti sp. nov., isolated from desert soil in South Korea.	2017	1​Department of Oriental Medicinal Material and Processing, College of Life Science, Kyung Hee University Global Campus, 1732 Deokyoungdae-ro, Giheung-gu, Yongin-si, Gyeonggi-do 17104, Republic of Korea.	south korea
835	International journal of systematic and evolutionary microbiology	Salinimicrobium flavum sp. nov., isolated from coastal sediment.	2017	1​State key Laboratory of Microbial Technology, Shandong University, Jinan 250100, PR China.	china
836	International journal of systematic and evolutionary microbiology	Massilia glaciei sp. nov., isolated from the Muztagh Glacier.	2017	1​Key Laboratory of Alpine Ecology and Biodiversity, Institute of Tibetan Plateau Research, Chinese Academy of Sciences, Beijing 100101, PR China.	china
837	International journal of systematic and evolutionary microbiology	Propioniciclava sinopodophylli sp. nov., isolated from leaves of Sinopodophyllum hexandrum (Royle) Ying.	2017	State Key Laboratory of Crop Stress Biology for Arid Areas and College of Life Sciences, Northwest A&F University, Yangling, Shaanxi 712100, PR China.	china
838	International journal of systematic and evolutionary microbiology	Hymenobacter frigidus sp. nov., isolated from a glacier ice core.	2017	1​Key Laboratory of Alpine Ecology and Biodiversity, Institute of Tibetan Plateau Research, Chinese Academy of Sciences, Beijing 100101, PR China.	china
839	International journal of systematic and evolutionary microbiology	Paludicola psychrotolerans gen. nov., sp. nov., a novel psychrotolerant chitinolytic anaerobe of the family Ruminococcaceae.	2017	1​Key Laboratory of Environmental and Applied Microbiology, Environmental Microbiology Key Laboratory of Sichuan Province, Chengdu Institute of Biology, Chinese Academy of Sciences, Sichuan 610041, PR China.	china
840	International journal of systematic and evolutionary microbiology	Agaribacterium haliotis gen. nov., sp. nov., isolated from abalone faeces.	2017	1​School of Marine Sciences, Ningbo University, Ningbo 315211, PR China.	china
841	Current microbiology	Aestuarium zhoushanense gen. nov., sp. nov., Isolated from the Tidal Flat.	2017	College of Life Sciences, Zhejiang University, Hangzhou, 310058, People's Republic of China.	china
842	International journal of systematic and evolutionary microbiology	Nocardioides kandeliae sp. nov., an endophytic actinomycete isolated from leaves of Kandelia candel.	2017	1​Laboratory of Pathogenic Biology, Guangdong Medical University, Zhanjiang 524023, PR China.	china
843	International journal of systematic and evolutionary microbiology	Characterisation of a newly isolated member of a candidatus lineage, Marispirochaeta aestuarii gen. nov., sp. nov.	2017	1​Bacterial Discovery Laboratory, Centre for Environment, Institute of Science and Technology, J. N. T. University, Kukatpally, Hyderabad 500 085, India.	india
844	International journal of systematic and evolutionary microbiology	Flavobacterium quisquiliarum sp. nov., isolated from activated sludge.	2017	Key Laboratory of Bioorganic Synthesis of Zhejiang Province, College of Biotechnology and Bioengineering, Zhejiang University of Technology, Hangzhou 310014, PR China.	china
845	International journal of systematic and evolutionary microbiology	Rhizobium esperanzae sp. nov., a N2-fixing root symbiont of Phaseolus vulgaris from Mexican soils.	2017	1​Embrapa Soja, C.P. 231, 86001-970, Londrina, Paraná, Brazil.	brazil
846	International journal of systematic and evolutionary microbiology	Parapedobacter lycopersici sp. nov., isolated from the rhizosphere soil of tomato plants (Solanum lycopersicum L.).	2017	1​Agricultural Microbiology Division, National Institute of Agricultural Sciences (NAS), Rural Development Administration (RDA), Wanju-gun, Jeollabuk-do, 55365, Republic of Korea.	south korea
847	International journal of systematic and evolutionary microbiology	Lactobacillus curtus sp. nov., isolated from beer in Finland.	2017	1​Research Laboratories for Alcohol Beverages, Asahi Breweries, Ltd, 1-21, Midori 1-chome, Moriya-shi, Ibaraki, 302-0106, Japan.	japan
848	International journal of systematic and evolutionary microbiology	Lentibacillus sediminis sp. nov., isolated from a marine saltern.	2017	1​State Key Laboratory of Microbial Technology, Shandong University, Jinan 250100, PR China.	china
849	International journal of systematic and evolutionary microbiology	Oryzisolibacter propanilivorax gen. nov., sp. nov., a propanil-degrading bacterium.	2017	1​Universidade Católica Portuguesa, CBQF - Centro de Biotecnologia e Química Fina - Laboratório Associado, Escola Superior de Biotecnologia, Rua Arquiteto Lobão Vital, Apartado 2511, 4202-401 Porto, Portugal.	portugal
850	International journal of systematic and evolutionary microbiology	Croceivirga radicis gen. nov., sp. nov., isolated from a rotten tropical mangrove root.	2017	1​Key Laboratory of Marine Genetic Resources, the Third Institute of Oceanography, State Oceanic Administration; State Key Laboratory Breeding Base of Marine Genetic Resources; Fujian Key Laboratory of Marine Genetic Resources; Fujian Collaborative Innovation Center of Marine Biological Resources; South China Sea Bio-Resource Exploitation and Utilization Collaborative Innovation Center, Xiamen 361005, PR China.	china
